class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-color;has-ring;ring-type;habitat;season
p;3.16;f;y;w;f;e;c;n;4.38;3.34;w;t;e;m;u
e;1.08;f;g;n;t;a;c;p;5.52;0.96;n;f;f;h;u
e;4.88;f;t;n;f;x;c;n;6.25;3.95;w;f;f;d;u
p;4.59;o;t;w;f;f;f;f;5.57;28.24;w;t;f;d;u
p;2.84;o;s;y;f;f;f;f;0.0;0.0;f;t;f;d;w
e;1.43;x;g;n;f;a;c;w;6.13;1.68;y;f;f;d;a
p;2.97;s;d;w;f;d;d;w;3.75;2.51;w;f;f;g;a
p;6.54;x;e;e;f;a;c;g;7.86;10.57;e;t;z;d;a
p;5.65;x;e;e;f;a;c;g;8.35;10.0;y;t;z;d;a
e;4.74;f;y;n;f;s;c;y;4.32;7.36;w;f;f;d;u
p;10.34;x;t;n;f;p;c;p;9.66;28.55;n;f;f;d;u
p;12.17;x;e;y;t;p;c;e;8.6;26.03;e;f;f;d;a
p;3.75;b;s;y;f;a;c;r;9.98;8.42;y;t;z;d;a
e;3.15;x;h;n;f;a;c;n;7.37;5.94;w;f;f;d;u
p;5.92;b;d;n;f;d;c;n;5.7;6.68;y;t;f;d;u
p;5.76;s;t;n;t;d;c;b;6.75;6.6;n;f;f;d;u
e;9.86;f;e;b;f;a;c;b;5.24;21.75;w;t;f;d;a
p;1.77;x;i;l;f;a;c;p;3.81;2.47;w;f;f;g;a
e;4.52;x;s;n;f;p;c;n;6.23;10.62;e;f;f;d;a
e;6.63;x;h;n;f;e;c;w;12.29;12.79;n;f;f;d;u
p;6.63;f;t;e;f;x;c;w;11.99;6.7;n;f;f;d;a
p;7.98;x;y;n;f;a;c;n;8.61;9.37;n;t;f;d;u
p;4.87;p;s;g;f;a;c;g;8.38;12.17;w;t;z;d;s
e;6.45;x;s;b;f;x;c;w;7.17;10.17;n;f;f;l;a
p;17.65;f;k;n;f;d;c;y;6.45;30.42;k;f;f;d;u
p;6.65;f;w;p;f;s;c;p;5.02;10.76;p;f;f;d;w
e;3.35;s;l;n;f;f;f;f;6.01;47.76;n;f;f;d;u
p;5.86;p;s;g;f;a;c;g;11.55;12.9;w;t;z;g;a
p;12.04;o;t;n;f;f;f;f;4.22;26.22;n;f;f;d;u
p;9.79;x;t;n;f;a;d;w;7.16;23.7;w;f;f;d;a
e;9.57;f;s;w;f;s;c;w;6.31;33.06;w;f;f;m;u
p;2.94;s;d;w;f;a;d;p;3.65;2.5;w;f;f;g;a
p;6.8;x;t;e;f;x;d;w;5.34;17.07;w;f;f;d;a
p;6.18;p;t;n;f;p;c;p;8.71;26.4;n;f;f;d;a
e;3.98;f;t;o;f;a;d;w;5.68;4.94;n;f;f;d;a
p;7.44;f;h;r;f;a;c;w;10.61;10.94;w;t;p;d;u
p;22.45;x;d;o;f;p;c;y;6.0;44.3;n;f;f;d;a
p;3.84;o;t;w;f;a;c;w;0.0;0.0;f;f;f;d;a
e;3.97;x;k;n;f;p;c;n;5.05;10.32;y;f;f;d;a
p;3.86;x;t;p;f;a;c;w;3.69;12.36;y;f;f;d;a
p;4.79;o;t;n;f;a;c;w;0.0;0.0;f;f;f;d;a
e;9.42;f;t;g;f;d;c;w;2.43;12.72;w;f;f;d;a
p;7.47;x;g;n;f;e;c;w;7.43;13.87;w;t;p;d;a
e;6.92;x;l;w;f;d;c;p;3.36;8.58;w;f;f;g;a
p;4.18;o;t;n;f;a;c;w;0.0;0.0;f;f;f;d;a
p;8.5;o;k;o;f;a;c;y;1.52;15.09;y;f;f;d;a
p;5.81;x;k;n;f;d;c;n;5.38;6.01;n;t;f;d;a
e;9.44;f;e;b;f;a;c;b;5.34;20.52;w;t;f;d;a
p;5.16;s;t;n;t;d;c;p;5.35;5.57;n;f;f;d;a
e;5.85;f;h;k;f;s;d;w;6.26;10.96;g;f;f;d;a
e;16.12;f;s;n;f;a;d;k;7.07;25.26;w;f;f;d;a
p;9.0;x;i;n;f;a;c;k;7.47;7.15;n;t;z;g;a
e;9.68;x;t;g;f;s;c;g;8.21;21.41;u;f;f;d;w
p;6.95;x;s;n;f;s;c;n;5.44;7.57;n;f;f;d;a
p;3.6;s;w;u;f;a;c;g;6.06;5.96;u;f;f;d;u
e;3.93;x;h;n;f;a;c;k;6.77;7.46;w;f;f;d;a
p;3.52;b;y;n;f;a;c;w;6.39;4.56;w;f;f;d;u
p;8.05;x;t;n;f;s;c;g;6.25;7.31;n;f;f;d;w
p;0.71;x;g;n;f;a;c;n;3.68;0.93;k;f;f;d;a
p;6.37;f;d;e;t;d;c;w;5.58;8.41;e;f;f;d;a
e;6.95;x;h;y;f;p;c;y;6.8;15.1;y;t;f;d;u
e;3.59;x;s;w;f;d;d;w;3.35;5.75;w;f;f;m;w
e;7.42;x;y;n;f;e;c;w;4.55;9.78;n;f;f;d;u
e;7.25;x;s;n;f;e;c;w;6.48;10.27;w;f;f;d;a
p;2.05;f;t;u;f;a;c;n;3.1;3.52;w;f;f;d;u
p;7.13;f;t;r;f;x;c;y;6.71;11.65;w;f;f;d;u
e;5.92;x;h;n;f;x;c;n;5.65;6.35;n;t;r;d;s
p;7.68;x;i;y;f;a;c;o;9.22;15.42;y;t;r;d;u
p;3.71;x;y;n;f;a;c;w;6.34;3.68;n;t;r;d;a
p;2.7;o;t;g;f;f;f;f;2.19;13.07;g;f;f;d;u
p;0.96;x;g;w;f;a;d;w;3.0;1.56;e;f;f;l;a
p;2.62;x;s;g;f;d;c;w;2.59;7.68;w;f;f;g;u
p;7.86;s;t;r;t;d;c;g;4.66;13.56;n;f;f;d;a
p;11.27;x;e;y;t;p;c;o;9.37;28.79;u;f;f;d;u
p;8.44;o;e;r;f;a;c;y;1.55;13.51;y;f;f;d;a
p;3.93;o;s;o;f;f;f;f;0.0;0.0;f;t;f;d;s
e;10.18;p;s;w;t;e;c;n;8.93;15.54;w;t;l;m;a
e;9.62;x;t;n;f;p;d;y;6.67;12.22;n;f;f;g;a
e;11.37;s;s;u;f;x;c;n;7.68;28.02;w;f;f;d;a
e;6.26;s;t;n;f;d;c;w;6.08;8.68;w;f;f;l;u
e;9.45;f;e;b;f;a;c;b;5.18;19.19;w;t;f;d;a
e;4.72;x;t;n;f;x;c;u;6.09;4.05;w;f;f;d;a
e;12.53;x;s;w;t;e;c;n;10.81;17.0;w;t;l;m;a
p;2.04;b;t;g;f;a;c;g;5.06;2.01;g;f;f;d;a
p;1.41;x;g;n;f;d;d;n;1.99;2.47;n;f;f;d;u
p;3.75;f;y;n;f;e;c;n;4.11;3.49;w;t;e;d;a
p;3.43;s;d;w;f;d;d;p;4.43;2.75;w;f;f;g;a
e;3.15;b;g;w;f;x;d;w;4.93;3.12;y;f;f;g;u
p;0.79;x;g;p;f;a;c;n;4.11;1.07;k;f;f;d;s
p;4.05;b;t;n;f;a;c;n;10.07;5.75;w;t;f;g;a
p;18.2;s;k;w;t;d;d;w;8.29;31.03;w;f;f;d;w
e;6.53;x;y;w;f;e;c;n;5.15;12.24;w;t;e;g;a
p;3.5;o;l;g;f;f;f;f;0.0;0.0;f;f;f;d;a
e;7.69;x;t;n;t;p;c;g;12.82;26.31;w;f;f;d;u
e;4.27;x;t;n;f;d;c;o;5.66;7.04;w;f;f;d;a
e;12.32;s;t;w;t;d;c;o;5.63;18.2;w;f;f;d;a
e;4.1;b;g;w;f;x;d;w;4.05;2.7;y;f;f;g;a
p;2.62;b;y;n;f;a;c;u;5.0;4.22;w;f;f;d;a
e;8.14;x;w;y;f;f;f;f;5.02;14.1;y;f;f;d;a
p;3.13;o;l;g;f;f;f;f;0.0;0.0;f;f;f;d;a
e;3.93;b;g;n;f;x;d;w;5.39;2.98;y;f;f;g;a
e;14.66;x;e;n;t;e;c;w;9.72;16.32;w;t;f;g;u
p;1.77;x;t;n;f;a;c;k;5.78;2.89;n;f;f;g;u
e;9.6;f;t;n;f;s;c;y;9.04;13.89;n;f;f;d;a
p;4.59;f;l;n;f;x;d;y;6.98;5.35;y;f;f;l;a
e;4.83;x;t;n;f;d;c;o;6.05;7.96;o;f;f;d;w
p;2.78;x;s;w;f;d;c;w;3.27;7.42;w;f;f;g;a
p;7.97;p;y;n;f;a;c;p;15.31;18.19;w;f;f;d;a
p;8.83;x;t;n;t;d;c;n;6.33;16.07;n;f;f;h;a
e;18.26;x;d;o;f;p;c;n;15.37;35.1;w;f;f;d;u
e;8.76;o;t;n;f;a;c;w;4.29;23.77;n;f;f;d;u
p;11.66;x;s;n;f;s;c;p;8.3;17.98;n;f;f;d;a
e;13.45;f;t;w;f;d;c;w;2.39;15.55;w;f;f;d;a
e;7.12;c;h;n;f;e;c;w;13.75;13.95;n;f;f;d;a
e;4.33;x;t;w;f;x;c;u;7.25;4.21;w;f;f;d;u
p;4.26;s;t;e;t;d;c;b;6.37;6.79;e;f;f;d;a
e;9.47;x;s;w;f;s;c;w;8.94;31.57;w;f;f;d;u
e;8.56;s;t;u;f;s;c;u;7.21;18.83;b;f;f;d;w
e;11.27;f;s;w;f;e;c;p;16.94;12.48;w;t;e;d;s
p;5.03;c;e;y;t;x;c;y;7.22;11.25;w;f;f;d;a
p;9.15;x;t;n;f;s;c;g;5.16;6.11;n;f;f;d;w
p;6.21;c;k;y;t;x;c;y;8.05;12.39;w;f;f;d;u
p;9.16;x;h;r;f;a;c;w;10.98;14.57;w;t;g;d;u
p;1.19;s;s;y;f;f;f;f;3.58;5.51;y;f;f;d;a
p;0.74;x;g;p;f;a;c;p;3.91;0.98;k;f;f;d;s
p;5.23;f;l;n;f;x;d;e;7.03;5.2;n;f;f;l;u
e;6.82;x;s;n;f;x;c;w;7.94;11.43;n;f;f;l;w
e;5.51;x;t;y;f;e;c;w;5.49;11.16;y;t;g;d;u
e;6.12;x;y;g;f;s;c;w;5.18;8.2;w;f;f;d;u
e;6.87;x;s;u;f;a;c;w;4.28;13.43;w;f;f;d;a
e;4.89;x;s;b;f;x;c;w;6.67;10.01;n;f;f;l;a
p;6.64;s;t;e;t;d;c;p;6.4;5.79;e;f;f;d;a
p;4.67;s;t;e;t;d;c;w;5.34;5.75;e;f;f;d;a
p;3.18;b;t;n;f;a;c;k;8.11;2.71;n;f;f;g;u
p;5.2;b;i;e;f;e;c;y;5.56;7.09;y;f;f;g;u
p;2.92;f;w;n;t;d;c;n;3.77;6.85;n;f;f;d;u
e;20.69;p;w;n;f;p;c;w;19.25;81.25;n;f;f;d;a
p;6.45;b;y;n;f;a;c;g;11.71;13.63;w;t;z;d;s
e;18.95;f;y;n;f;a;c;w;24.17;19.67;n;t;m;m;u
e;7.57;x;y;n;f;e;c;w;4.59;10.2;n;f;f;d;u
p;11.53;f;t;g;f;e;c;w;10.56;15.21;w;t;g;d;u
e;9.09;f;t;l;f;s;c;b;7.44;19.35;b;f;f;d;w
e;8.05;x;s;n;f;e;c;w;5.61;10.28;w;f;f;d;w
p;7.91;p;g;n;f;e;c;w;7.09;13.37;w;t;p;d;a
e;5.96;f;s;u;f;a;c;w;4.0;14.63;w;f;f;d;a
e;5.31;x;t;y;t;x;c;y;7.36;15.27;w;f;f;d;u
e;8.81;s;t;g;f;s;c;g;6.63;19.93;u;f;f;d;w
e;7.51;x;y;n;f;e;c;p;5.99;11.27;n;f;f;d;a
e;4.19;x;t;y;f;a;c;o;4.4;9.36;w;f;f;d;a
e;8.72;p;y;w;f;e;c;w;20.1;10.98;w;t;e;u;a
e;13.14;x;e;g;f;d;c;w;8.62;26.25;w;f;f;l;w
p;3.97;o;s;g;f;f;f;f;0.0;0.0;f;t;f;d;u
e;6.94;x;s;b;f;d;d;b;6.42;12.97;w;f;f;g;a
p;17.27;x;s;n;t;p;c;y;11.14;36.16;y;f;f;d;u
p;2.91;b;t;n;f;a;c;n;7.75;2.31;g;f;f;g;u
p;8.35;x;h;w;f;s;c;p;5.96;15.82;n;f;f;d;u
e;7.04;p;t;g;f;a;c;w;6.28;10.41;g;f;f;g;a
e;3.1;x;t;u;f;a;d;u;6.66;4.45;w;f;f;d;w
e;1.65;c;g;n;f;a;c;g;5.09;1.63;g;f;f;d;u
e;8.97;p;t;g;f;a;c;w;7.67;12.31;w;f;f;g;u
p;8.6;f;h;r;f;a;c;w;10.76;12.92;w;t;p;d;u
e;6.33;c;t;g;f;f;f;f;6.13;21.13;n;f;f;l;s
p;13.28;f;t;n;t;d;c;w;4.76;25.25;n;f;f;d;a
e;10.53;f;e;b;f;a;c;b;5.58;21.01;w;t;f;d;a
e;16.38;f;y;n;f;a;c;w;24.13;19.1;n;t;m;d;u
p;12.87;x;i;o;f;a;c;y;14.28;24.3;o;t;r;d;w
p;9.28;o;t;n;f;f;f;f;2.64;23.28;n;f;f;d;s
p;3.26;x;y;n;f;a;c;w;5.63;3.44;n;t;r;d;a
e;3.23;b;y;n;f;a;c;n;6.23;2.79;w;f;f;d;w
p;8.91;x;t;g;t;x;c;u;8.32;19.62;n;f;f;d;a
p;8.92;x;y;n;f;a;c;y;12.32;13.59;n;t;f;d;a
e;0.96;f;g;e;t;a;c;p;5.49;0.99;n;f;f;h;a
p;6.73;s;d;n;t;d;c;w;5.56;9.55;n;f;f;d;u
p;13.89;x;k;n;t;p;c;e;8.18;28.21;y;f;f;d;a
p;1.08;b;t;n;f;a;c;g;3.05;2.52;n;t;f;m;u
p;4.01;x;t;n;f;a;c;n;5.04;7.09;n;t;z;d;a
p;4.0;f;t;e;f;x;c;w;4.93;6.38;w;f;f;d;a
p;3.38;x;k;n;f;s;c;p;4.17;2.94;n;f;f;g;a
e;2.74;b;g;n;f;x;d;w;4.41;2.39;y;f;f;g;u
e;1.39;c;g;n;f;a;c;g;4.51;1.37;g;f;f;l;u
p;7.04;x;i;y;f;a;c;k;7.26;7.4;n;t;z;g;a
p;4.32;x;h;y;f;a;c;y;5.74;7.81;o;f;f;g;u
e;3.41;f;g;g;f;a;d;g;4.74;3.39;n;f;f;d;a
e;11.84;x;t;n;t;p;c;y;9.92;23.18;n;f;f;d;u
e;6.88;s;t;y;f;a;c;w;5.73;15.53;w;f;f;d;a
e;9.05;f;s;o;f;d;d;b;6.26;12.25;w;f;f;d;w
e;3.91;x;h;o;f;a;d;w;5.97;4.91;o;f;f;d;s
p;3.73;f;d;b;f;x;c;w;4.78;3.1;n;f;f;d;a
e;2.75;f;d;u;t;d;c;p;3.4;5.0;n;f;f;d;a
p;4.54;x;t;y;f;x;c;w;4.82;7.08;w;f;f;d;a
e;6.89;x;d;y;t;p;c;y;6.35;16.09;y;f;f;d;a
p;7.25;x;w;p;f;s;c;p;4.87;9.13;p;f;f;d;a
p;6.04;p;s;g;f;a;c;k;8.98;12.67;w;t;z;g;w
e;6.91;x;t;n;f;a;d;n;6.65;5.63;g;t;l;d;u
p;4.55;f;l;e;f;x;d;y;5.87;4.77;y;f;f;d;a
p;3.45;f;t;n;f;x;c;p;7.14;3.55;p;f;f;d;u
p;3.49;b;t;n;f;a;c;n;9.24;5.66;w;t;f;g;u
e;1.49;x;t;u;f;a;d;w;4.63;3.63;w;f;f;d;u
e;10.74;x;s;n;f;e;c;w;9.29;10.73;n;f;f;d;a
e;10.02;o;t;n;f;a;c;w;5.47;26.27;n;f;f;d;a
p;7.91;x;i;n;f;a;c;n;8.57;8.7;n;t;z;g;u
e;8.36;x;t;g;f;a;c;w;8.06;15.22;w;f;f;d;u
p;14.27;x;s;w;f;s;c;p;7.77;17.82;n;f;f;d;a
e;5.72;f;h;n;f;s;c;y;8.07;11.68;n;f;f;d;a
e;1.26;c;g;n;f;a;c;w;4.73;1.24;g;f;f;d;u
p;4.69;o;t;w;f;f;f;f;6.34;37.23;w;t;f;d;a
p;7.54;x;e;n;f;a;c;n;8.8;12.81;n;f;f;h;a
p;2.04;b;t;g;f;a;c;g;5.28;2.41;g;f;f;d;u
e;6.99;p;t;n;f;f;f;f;5.94;19.97;n;f;f;d;s
p;11.29;f;t;n;f;e;c;w;10.24;14.39;w;t;g;d;u
p;2.9;o;t;n;f;a;c;w;0.0;0.0;f;f;f;d;u
p;1.27;x;k;n;f;a;c;n;3.14;1.04;n;f;f;d;u
e;7.04;f;s;o;f;s;c;n;9.6;13.2;n;f;f;d;a
p;5.59;b;s;n;f;a;c;g;7.52;10.11;w;t;z;d;s
p;9.96;x;t;n;f;x;c;w;10.65;13.55;w;f;f;h;u
p;17.16;x;h;o;f;e;c;w;17.47;17.65;w;t;p;d;w
p;3.11;f;d;p;f;a;c;y;5.02;5.81;r;f;f;g;u
p;0.81;x;g;y;f;a;c;y;3.6;0.86;w;f;f;d;a
e;7.66;x;t;w;f;e;c;w;6.67;13.34;w;t;g;d;u
e;10.39;s;t;w;t;d;c;y;5.52;23.7;w;f;f;d;a
e;5.26;x;t;n;f;p;c;n;5.69;12.06;e;f;f;d;u
e;15.43;x;y;n;t;e;c;w;10.62;17.87;w;t;f;g;a
p;8.15;x;s;n;f;s;c;g;5.82;7.91;n;f;f;d;a
e;2.96;f;y;n;f;a;d;p;7.13;4.03;n;f;f;l;u
p;3.03;b;t;n;f;a;c;n;9.42;5.95;w;t;f;g;u
e;8.12;f;s;w;f;s;c;w;5.4;27.53;w;f;f;d;u
e;1.44;f;w;g;f;a;d;k;5.53;2.7;w;f;f;g;u
p;7.62;x;y;n;f;a;c;n;10.27;11.23;n;t;f;d;u
p;7.08;f;t;y;f;x;c;y;5.87;10.66;w;f;f;d;a
p;1.52;b;h;n;f;a;c;n;5.44;1.75;n;f;f;h;u
e;8.57;s;t;y;f;a;c;w;5.86;16.28;w;f;f;d;w
p;6.36;c;k;w;t;x;c;r;8.0;14.14;w;f;f;d;a
e;7.8;x;t;n;f;x;c;w;7.29;17.91;w;f;f;d;u
e;3.63;b;y;n;f;a;c;k;7.12;3.08;w;f;f;d;w
p;10.35;f;t;w;f;x;c;w;10.22;11.74;w;f;f;d;u
e;7.25;x;s;k;f;a;c;w;4.34;15.14;w;f;f;d;u
e;6.27;x;s;n;f;x;c;w;7.59;10.99;n;f;f;l;w
p;8.87;b;t;w;f;e;c;w;11.97;12.55;w;t;e;d;a
p;3.79;x;s;w;f;d;c;w;3.51;8.54;w;f;f;g;u
p;0.76;x;g;y;f;a;c;y;3.49;0.75;y;f;f;d;a
e;1.37;x;g;n;f;a;c;w;5.5;1.36;y;f;f;g;a
p;2.92;f;k;n;f;s;c;p;3.63;2.43;n;f;f;g;a
p;5.85;x;s;g;t;s;d;r;5.47;14.71;n;f;f;d;u
p;5.49;c;i;y;f;a;c;n;6.5;7.66;w;f;f;d;a
p;2.8;b;t;k;f;a;c;n;7.93;2.45;n;f;f;g;a
e;1.61;x;g;y;f;a;c;w;6.2;1.82;y;f;f;h;u
e;8.19;s;t;n;f;s;c;g;7.84;19.85;u;f;f;d;a
p;2.49;f;t;y;f;a;c;r;4.41;5.51;r;f;f;m;a
e;44.76;o;y;y;f;p;c;y;6.14;29.02;n;f;f;d;u
e;8.11;x;d;e;t;p;c;y;6.47;12.65;e;f;f;d;u
e;8.22;x;t;g;f;a;c;w;8.59;14.44;g;f;f;d;u
e;7.26;x;d;e;t;p;c;r;5.52;11.92;y;f;f;d;u
p;2.04;c;t;y;f;a;c;n;7.7;3.01;y;f;f;g;u
e;5.92;f;s;n;f;x;c;w;6.83;9.52;n;f;f;l;a
p;8.45;s;t;n;t;d;c;n;5.51;15.55;n;f;f;d;a
p;3.47;x;t;n;f;a;c;n;3.74;5.66;n;t;z;d;a
e;4.05;f;s;w;f;d;d;w;3.69;6.82;w;f;f;m;w
p;3.4;x;t;n;f;s;c;n;5.91;9.89;w;t;z;d;a
p;1.77;b;t;n;f;a;c;g;5.23;2.04;n;f;f;d;a
e;1.5;x;s;y;f;d;c;w;6.17;2.09;y;f;f;g;a
e;18.06;f;t;w;f;a;d;k;7.06;22.59;w;f;f;d;u
p;4.81;c;i;y;f;a;c;r;6.71;7.41;w;f;f;d;u
p;20.96;f;k;n;f;d;c;y;5.83;33.25;n;f;f;d;u
e;8.25;f;y;n;f;e;c;p;5.21;13.26;w;t;l;w;a
p;3.75;x;h;o;f;a;c;n;4.61;5.46;n;t;z;d;w
p;7.07;x;y;w;t;a;c;w;8.01;12.68;w;t;l;g;u
p;7.93;f;t;n;f;x;c;y;5.48;15.96;y;f;f;d;a
e;16.39;s;e;n;f;d;c;w;10.3;26.02;w;f;f;l;a
p;9.06;f;t;y;f;x;c;y;6.72;11.6;w;f;f;d;u
e;8.15;x;t;y;f;a;c;w;5.91;13.83;g;f;f;d;u
e;3.9;f;t;n;f;d;c;o;5.9;7.12;w;f;f;d;w
p;0.6;f;t;o;f;d;c;o;4.7;0.98;y;f;f;g;u
e;7.86;x;t;w;f;e;c;w;5.73;12.04;w;t;g;d;u
p;4.47;s;d;e;t;d;c;w;4.86;8.19;e;f;f;d;u
e;3.66;s;t;n;f;f;f;f;6.5;6.83;y;f;f;d;a
e;3.88;s;t;n;f;f;f;f;5.57;5.5;y;f;f;d;a
p;1.35;x;k;n;f;a;c;n;4.31;1.35;n;f;f;d;s
e;8.5;x;t;y;f;a;c;w;6.48;14.97;g;f;f;d;a
p;6.61;x;s;n;f;s;c;g;5.49;6.85;n;f;f;d;a
p;10.31;x;e;o;f;a;c;o;10.58;23.9;o;t;r;d;a
p;3.01;o;t;g;f;f;f;f;3.25;14.86;n;f;f;d;a
p;2.68;f;d;n;f;x;c;w;4.4;3.1;n;f;f;d;a
p;1.7;f;t;n;f;a;c;n;6.67;2.61;y;f;f;g;a
p;3.76;b;y;r;f;s;c;g;6.02;7.34;w;t;e;m;u
e;9.09;f;s;w;f;e;c;w;21.2;12.84;w;t;e;d;s
p;7.23;p;g;n;f;e;c;w;8.26;13.95;w;t;p;d;a
e;5.55;x;y;n;f;e;c;p;5.15;9.89;n;f;f;d;u
p;5.09;s;t;u;f;a;c;w;4.7;8.11;y;f;f;d;a
e;8.09;s;t;l;f;s;c;u;6.7;18.4;b;f;f;d;w
e;5.44;x;y;n;f;s;c;y;4.43;8.23;w;f;f;d;a
e;8.25;x;s;n;f;e;c;p;6.63;9.64;n;f;f;d;u
e;15.31;x;y;n;t;e;c;w;10.28;16.64;w;t;f;d;a
e;8.3;x;h;n;f;p;d;y;6.87;12.92;n;f;f;g;a
e;1.29;c;g;n;f;a;c;w;4.75;1.3;g;f;f;l;u
p;5.02;x;t;y;f;s;d;y;6.01;13.92;y;f;f;d;a
e;12.2;f;d;w;f;s;c;w;7.77;35.72;w;f;f;m;s
p;3.49;b;s;y;f;a;c;k;6.67;7.59;y;t;z;d;a
p;1.66;b;g;y;f;a;c;n;5.44;2.72;n;f;f;d;s
e;6.45;x;y;n;f;e;c;p;4.12;11.98;w;t;l;w;u
p;2.15;f;h;n;f;a;c;y;7.45;2.81;y;f;f;g;u
e;6.07;f;s;n;f;s;c;w;6.01;10.46;n;f;f;g;a
e;4.08;x;s;p;f;a;c;o;4.83;6.95;o;f;f;m;u
e;7.89;x;d;n;t;p;c;r;6.49;13.22;e;f;f;d;a
e;38.05;o;y;y;f;p;c;y;4.59;11.29;k;f;f;d;s
e;9.89;x;s;y;f;x;c;n;6.46;19.46;p;f;f;d;u
p;7.62;x;t;n;f;x;c;w;8.89;8.68;w;f;f;h;a
e;1.71;x;g;n;f;d;c;w;7.02;2.09;y;f;f;h;a
e;12.41;x;e;l;f;x;c;w;8.54;25.23;w;f;f;d;a
e;7.49;p;s;w;f;e;c;p;5.43;13.82;w;t;e;g;u
e;10.27;x;s;n;f;e;c;w;8.6;10.97;w;f;f;d;a
p;1.6;o;k;n;f;a;c;n;5.22;1.67;n;f;f;d;u
p;14.11;x;t;n;f;e;c;w;11.12;17.13;w;t;e;d;a
p;3.74;x;i;e;f;a;c;e;4.15;5.12;e;f;f;d;a
e;6.76;f;s;u;f;a;c;w;3.77;15.06;w;f;f;d;u
p;8.85;f;h;r;f;a;c;w;10.81;12.95;w;t;p;d;u
p;2.62;f;s;g;f;d;c;w;2.53;5.81;w;f;f;g;a
p;4.31;f;t;n;f;x;c;p;5.83;4.69;g;f;f;g;u
e;7.26;x;y;n;f;e;c;p;5.78;10.6;n;f;f;d;a
p;3.27;c;t;u;f;a;c;n;3.9;3.74;u;f;f;d;a
p;2.84;o;l;g;f;f;f;f;0.0;0.0;f;f;f;d;s
p;5.68;x;t;g;f;d;c;y;5.55;10.22;n;f;f;l;a
e;1.0;b;g;w;f;a;c;g;2.98;1.53;w;f;f;d;a
e;5.66;b;h;g;f;s;d;g;3.89;9.5;g;f;f;d;u
p;0.62;x;t;o;f;d;c;o;4.69;0.93;o;f;f;g;u
p;16.9;f;h;o;f;e;c;w;17.08;17.25;w;t;p;d;w
p;3.93;b;t;l;f;s;c;u;5.49;7.62;l;t;e;d;a
p;5.65;s;d;y;f;d;c;y;3.85;7.56;o;f;f;d;u
e;7.66;f;e;b;f;a;c;b;5.06;19.63;w;t;f;d;a
p;3.71;x;h;n;f;a;c;n;5.08;6.75;n;t;z;d;a
p;7.55;x;t;e;f;x;d;w;6.02;17.6;w;f;f;d;a
e;17.43;x;w;n;f;p;c;w;14.88;73.21;n;f;f;d;a
p;3.51;b;t;k;f;a;c;k;10.09;2.58;n;f;f;g;u
e;9.68;s;t;n;f;a;c;w;5.78;28.54;n;f;f;d;u
e;1.42;c;g;n;f;a;c;g;4.8;1.35;g;f;f;d;u
p;3.44;b;t;n;f;a;c;n;10.09;2.57;n;f;f;g;a
e;10.23;f;e;b;f;a;c;b;4.87;18.16;w;t;f;d;a
e;3.5;o;l;n;f;f;f;f;5.25;40.33;n;f;f;d;a
p;8.72;f;h;r;f;a;c;w;10.9;13.11;w;t;g;d;u
p;6.72;x;y;w;t;a;c;w;7.33;12.11;w;t;l;g;u
p;5.53;b;s;g;f;a;c;w;9.12;11.55;w;t;z;g;u
p;2.4;x;d;w;f;a;d;p;2.95;2.44;w;f;f;g;a
e;15.27;x;s;k;f;a;d;k;6.26;22.02;w;f;f;d;u
p;9.35;s;t;p;t;d;c;p;8.98;17.16;p;t;f;d;u
p;3.92;f;t;n;f;x;c;p;5.24;4.6;g;f;f;d;u
e;13.17;x;y;n;t;e;c;w;9.55;17.55;w;t;f;d;u
p;5.36;b;s;e;f;e;c;g;5.77;6.47;o;f;f;g;u
p;3.04;s;d;w;f;a;d;w;4.22;2.71;w;f;f;g;u
p;7.34;x;s;n;f;s;c;g;5.13;8.44;n;f;f;d;w
p;8.07;o;t;n;f;a;c;o;1.65;15.09;y;f;f;d;w
p;6.74;p;g;n;f;e;c;w;6.8;10.32;w;t;p;d;a
p;1.5;x;k;n;f;a;c;n;4.37;1.83;n;f;f;d;a
p;0.7;x;g;o;f;a;c;y;3.31;0.61;w;f;f;d;u
e;7.15;s;t;n;f;d;c;w;6.45;9.59;w;f;f;l;u
p;12.98;x;k;n;t;p;c;o;7.41;25.48;y;f;f;d;u
e;1.71;x;t;y;f;a;c;w;7.1;2.28;y;f;f;h;u
p;2.02;b;t;n;f;a;c;g;5.14;2.14;n;f;f;d;u
e;3.5;f;d;u;t;d;c;p;5.02;6.21;n;f;f;d;u
p;3.6;s;s;w;f;d;c;w;3.5;8.44;w;f;f;g;a
e;12.75;s;t;w;t;d;c;y;7.28;27.66;w;f;f;d;u
p;12.78;o;t;e;f;f;f;f;4.17;25.74;n;f;f;d;s
p;2.19;p;t;n;f;a;c;n;7.05;2.46;y;t;e;m;u
e;8.61;x;s;k;f;a;c;w;4.59;15.58;w;f;f;d;u
p;6.87;s;h;r;t;d;c;g;4.25;11.17;g;f;f;d;u
e;1.52;f;w;n;f;a;d;k;5.14;2.48;w;f;f;d;a
p;3.08;s;s;g;f;d;c;w;2.8;7.53;w;f;f;g;u
e;8.03;x;t;n;f;p;d;y;6.22;11.62;n;f;f;h;u
